sku,supplier,origin_region,distance_km,historical_avg_lead_time_days,order_quantity,unit_cost_usd,is_peak_season,actual_delay_days
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,True,0.0
C2K-LEG-2H1,C2K Carrier 628.0,Middle East,1950.0,3.0,1500,10.3,True,3.2
C2K-LEG-3H1,C2K Carrier 485.0,Europe,3015.3,4.6,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1900,10.7,False,1.0
C2K-LEG-2H2,C2K Carrier 700.0,North America,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-2H2,C2K Carrier 413.0,North America,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H2,C2K Carrier 667.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,3466.7,5.3,1100,9.9,False,0.0
C2K-LEG-3H1,C2K Carrier 571.0,Europe,3015.3,4.6,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 727.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 456.0,Europe,3900.0,3.0,1700,11.8,False,0.1
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,3466.7,5.3,1900,10.7,True,0.0
C2K-LEG-3H1,C2K Carrier 113.0,North America,1950.0,3.0,1900,10.7,True,0.0
C2K-LEG-2H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 201.0,Asia Pacific,1950.0,3.0,1100,9.9,False,0.9
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2464.6,3.8,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1100,9.9,False,0.0
C2K-LEG-3H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1100,9.9,False,0.4
C2K-LEG-1H1,C2K Carrier 308.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 411.0,Europe,1950.0,3.0,1500,10.3,False,3.0
C2K-LEG-2H1,C2K Carrier 815.0,Middle East,2302.1,3.5,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 770.0,Asia Pacific,3900.0,3.0,1700,11.8,True,0.0
C2K-LEG-3H2,C2K Carrier 349.0,Europe,6283.3,4.8,2100,12.2,True,26.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-3H2,C2K Carrier 233.0,North America,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H2,C2K Carrier 609.0,Europe,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-2H2,C2K Carrier 700.0,North America,3900.0,3.0,1700,11.8,False,2.7
C2K-LEG-1H1,C2K Carrier 101.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H2,C2K Carrier 815.0,Middle East,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2302.1,3.5,1100,9.9,False,0.0
C2K-LEG-3H2,C2K Carrier 770.0,Asia Pacific,3900.0,3.0,2100,12.2,False,3.4
C2K-LEG-3H2,C2K Carrier 166.0,Middle East,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 349.0,Europe,1950.0,3.0,1900,10.7,False,0.7
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2369.8,3.6,1900,10.7,True,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1900,10.7,True,0.0
C2K-LEG-1H2,C2K Carrier 783.0,Europe,3900.0,3.0,1300,11.4,False,6.3
C2K-LEG-3H2,C2K Carrier 490.0,Middle East,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 233.0,North America,3900.0,3.0,1700,11.8,False,19.8
C2K-LEG-2H2,C2K Carrier 398.0,Middle East,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 609.0,Europe,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,9.9
C2K-LEG-2H2,C2K Carrier 485.0,Europe,6283.3,4.8,1700,11.8,False,0.0
C2K-LEG-3H1,C2K Carrier 476.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 485.0,Europe,3900.0,3.0,1700,11.8,True,0.0
C2K-LEG-2H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1500,10.3,True,0.0
C2K-LEG-2H1,C2K Carrier 815.0,Middle East,4173.1,6.4,1500,10.3,False,0.0
C2K-LEG-3H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-1H2,C2K Carrier 206.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-2H2,C2K Carrier 371.0,Asia Pacific,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1900,10.7,False,0.6
C2K-LEG-2H1,C2K Carrier 349.0,Europe,1950.0,3.0,1500,10.3,False,2.0
C2K-LEG-2H2,C2K Carrier 787.0,Middle East,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 349.0,Europe,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H1,C2K Carrier 695.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 698.0,North America,1950.0,3.0,1500,10.3,True,0.9
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,True,0.0
C2K-LEG-1H2,C2K Carrier 349.0,Europe,4550.0,3.5,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 413.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-2H2,C2K Carrier 281.0,Asia Pacific,3900.0,3.0,1700,11.8,False,0.9
C2K-LEG-3H2,C2K Carrier 649.0,Middle East,4658.3,3.6,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 555.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 597.0,Asia Pacific,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-2H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.9
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 411.0,Europe,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 456.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 727.0,Europe,3900.0,3.0,2100,12.2,True,0.4
C2K-LEG-3H1,C2K Carrier 597.0,Asia Pacific,1950.0,3.0,1900,10.7,True,0.0
C2K-LEG-3H1,C2K Carrier 349.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 441.0,North America,2527.8,3.9,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 441.0,North America,1950.0,3.0,1100,9.9,False,5.7
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 166.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-2H2,C2K Carrier 441.0,North America,3900.0,3.0,1700,11.8,False,2.3
C2K-LEG-1H1,C2K Carrier 609.0,Europe,1950.0,3.0,1100,9.9,False,0.1
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,3466.7,5.3,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 349.0,Europe,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 308.0,North America,1950.0,3.0,1100,9.9,True,0.0
C2K-LEG-3H2,C2K Carrier 236.0,Europe,4550.0,3.5,2100,12.2,True,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2600.0,4.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 798.0,Asia Pacific,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-1H2,C2K Carrier 166.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-2H1,C2K Carrier 815.0,Middle East,2776.0,4.3,1500,10.3,False,0.0
C2K-LEG-3H1,C2K Carrier 140.0,Asia Pacific,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 281.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H3,C2K Carrier 663.0,Asia Pacific,6987.5,3.6,2300,13.7,False,11.0
C2K-LEG-3H2,C2K Carrier 527.0,Europe,6283.3,4.8,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 485.0,Europe,3015.3,4.6,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 371.0,Asia Pacific,3900.0,3.0,2100,12.2,True,0.0
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 113.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 431.0,Middle East,3900.0,3.0,1300,11.4,False,1.6
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 555.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-3H1,C2K Carrier 476.0,Middle East,1950.0,3.0,1900,10.7,True,2.0
C2K-LEG-1H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,1300,11.4,True,0.0
C2K-LEG-1H2,C2K Carrier 216.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 349.0,Europe,1950.0,3.0,1500,10.3,False,3.5
C2K-LEG-1H1,C2K Carrier 286.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 299.0,North America,3900.0,3.0,1700,11.8,False,0.4
C2K-LEG-2H1,C2K Carrier 468.0,North America,1950.0,3.0,1500,10.3,False,0.7
C2K-LEG-2H1,C2K Carrier 476.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2356.2,3.6,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 413.0,North America,3900.0,3.0,1700,11.8,False,16.2
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-2H2,C2K Carrier 411.0,Europe,3900.0,3.0,1700,11.8,True,1.6
C2K-LEG-3H1,C2K Carrier 610.0,North America,1950.0,3.0,1900,10.7,False,1.3
C2K-LEG-1H1,C2K Carrier 341.0,Europe,1950.0,3.0,1100,9.9,False,1.7
C2K-LEG-3H1,C2K Carrier 700.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 233.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 349.0,Europe,1950.0,3.0,1100,9.9,False,0.4
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 243.0,North America,2437.5,3.8,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 371.0,Asia Pacific,3900.0,3.0,2100,12.2,False,0.4
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2329.2,3.6,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 349.0,Europe,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H2,C2K Carrier 206.0,Middle East,3900.0,3.0,2100,12.2,True,0.0
C2K-LEG-2H1,C2K Carrier 341.0,Europe,1950.0,3.0,1500,10.3,True,1.3
C2K-LEG-2H2,C2K Carrier 476.0,Middle East,4279.2,3.3,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 256.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H2,C2K Carrier 361.0,Asia Pacific,3900.0,3.0,1300,11.4,False,1.3
C2K-LEG-1H2,C2K Carrier 815.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 815.0,Middle East,3900.0,3.0,1300,11.4,False,9.1
C2K-LEG-1H2,C2K Carrier 257.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H1,C2K Carrier 815.0,Middle East,2302.1,3.5,1100,9.9,False,4.0
C2K-LEG-2H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.2
C2K-LEG-3H1,C2K Carrier 815.0,Middle East,2437.5,3.8,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 527.0,Europe,6337.5,4.9,1300,11.4,False,0.0
C2K-LEG-3H2,C2K Carrier 809.0,Middle East,3900.0,3.0,2100,12.2,True,52.7
C2K-LEG-3H1,C2K Carrier 281.0,Asia Pacific,1950.0,3.0,1900,10.7,True,0.0
C2K-LEG-2H2,C2K Carrier 128.0,Middle East,4279.2,3.3,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H1,C2K Carrier 206.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 597.0,Asia Pacific,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-1H2,C2K Carrier 281.0,Asia Pacific,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 610.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 798.0,Asia Pacific,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 153.0,Asia Pacific,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 441.0,North America,3900.0,3.0,1300,11.4,False,0.1
C2K-LEG-3H2,C2K Carrier 256.0,Asia Pacific,3900.0,3.0,2100,12.2,True,1.4
C2K-LEG-3H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1900,10.7,True,0.0
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H1,C2K Carrier 485.0,Europe,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H1,C2K Carrier 700.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 524.0,North America,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 555.0,Middle East,1950.0,3.0,1500,10.3,False,2.9
C2K-LEG-3H1,C2K Carrier 448.0,North America,1950.0,3.0,1900,10.7,False,1.3
C2K-LEG-1H1,C2K Carrier 134.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.2
C2K-LEG-2H2,C2K Carrier 485.0,Europe,4929.2,3.8,1700,11.8,True,0.0
C2K-LEG-3H2,C2K Carrier 431.0,Middle East,3900.0,3.0,2100,12.2,True,0.0
C2K-LEG-3H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 236.0,Europe,4658.3,3.6,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 485.0,Europe,3015.3,4.6,1900,10.7,False,1.0
C2K-LEG-3H1,C2K Carrier 308.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H1,C2K Carrier 233.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H2,C2K Carrier 128.0,Middle East,3900.0,3.0,1700,11.8,False,3.1
C2K-LEG-1H2,C2K Carrier 388.0,Asia Pacific,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 597.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H2,C2K Carrier 783.0,Europe,3900.0,3.0,2100,12.2,False,3.3
C2K-LEG-1H2,C2K Carrier 166.0,Middle East,3900.0,3.0,1300,11.4,True,0.2
C2K-LEG-3H2,C2K Carrier 228.0,Europe,4604.2,3.5,2100,12.2,True,0.0
C2K-LEG-3H1,C2K Carrier 700.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 609.0,Europe,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 236.0,Europe,4550.0,3.5,1700,11.8,False,0.0
C2K-LEG-3H2,C2K Carrier 456.0,Europe,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H2,C2K Carrier 485.0,Europe,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 456.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 456.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 256.0,Asia Pacific,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 398.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 555.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,True,0.6
C2K-LEG-2H1,C2K Carrier 597.0,Asia Pacific,1950.0,3.0,1500,10.3,False,1.1
C2K-LEG-3H2,C2K Carrier 238.0,North America,3900.0,3.0,2100,12.2,False,0.2
C2K-LEG-2H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,1700,11.8,False,0.8
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 228.0,Europe,4604.2,3.5,1700,11.8,False,0.0
C2K-LEG-1H2,C2K Carrier 403.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 341.0,Europe,1950.0,3.0,1900,10.7,False,1.0
C2K-LEG-1H2,C2K Carrier 456.0,Europe,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H2,C2K Carrier 456.0,Europe,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-2H1,C2K Carrier 441.0,North America,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-2H1,C2K Carrier 524.0,North America,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-3H1,C2K Carrier 485.0,Europe,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 524.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H1,C2K Carrier 256.0,Asia Pacific,3015.3,4.6,1100,9.9,False,0.0
C2K-LEG-1H1,C2K Carrier 609.0,Europe,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-3H1,C2K Carrier 700.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H1,C2K Carrier 476.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 166.0,Middle East,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 281.0,Asia Pacific,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 256.0,Asia Pacific,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 281.0,Asia Pacific,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-2H2,C2K Carrier 556.0,Asia Pacific,3900.0,3.0,1700,11.8,True,0.0
C2K-LEG-3H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 555.0,Middle East,4414.6,3.4,2100,12.2,False,0.0
C2K-LEG-3H1,C2K Carrier 778.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-3H2,C2K Carrier 281.0,Asia Pacific,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-3H2,C2K Carrier 609.0,Europe,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-1H2,C2K Carrier 597.0,Asia Pacific,3900.0,3.0,1300,11.4,False,4.2
C2K-LEG-2H1,C2K Carrier 308.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-3H2,C2K Carrier 256.0,Asia Pacific,5200.0,4.0,2100,12.2,False,0.0
C2K-LEG-2H1,C2K Carrier 256.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-3H2,C2K Carrier 431.0,Middle East,3900.0,3.0,2100,12.2,True,9.3
C2K-LEG-1H1,C2K Carrier 140.0,Asia Pacific,1950.0,3.0,1100,9.9,True,0.0
C2K-LEG-3H2,C2K Carrier 413.0,North America,3900.0,3.0,2100,12.2,False,0.0
C2K-LEG-1H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-2H2,C2K Carrier 456.0,Europe,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-3H2,C2K Carrier 527.0,Europe,6012.5,4.6,2100,12.2,False,0.0
C2K-LEG-2H1,C2K Carrier 128.0,Middle East,1950.0,3.0,1500,10.3,False,2.7
C2K-LEG-1H1,C2K Carrier 485.0,Europe,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H2,C2K Carrier 281.0,Asia Pacific,3900.0,3.0,1700,11.8,False,8.0
C2K-LEG-1H2,C2K Carrier 128.0,Middle East,3900.0,3.0,1300,11.4,False,4.1
C2K-LEG-3H2,C2K Carrier 349.0,Europe,3900.0,3.0,2100,12.2,False,0.9
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,True,0.0
C2K-LEG-3H2,C2K Carrier 349.0,Europe,3900.0,3.0,2100,12.2,True,22.6
C2K-LEG-1H2,C2K Carrier 413.0,North America,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,1300,11.4,False,1.4
C2K-LEG-2H2,C2K Carrier 349.0,Europe,6283.3,4.8,1700,11.8,False,25.1
C2K-LEG-1H2,C2K Carrier 128.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H2,C2K Carrier 228.0,Europe,4604.2,3.5,2100,12.2,False,0.0
C2K-LEG-1H2,C2K Carrier 286.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-2H2,C2K Carrier 166.0,Middle East,3900.0,3.0,1700,11.8,False,7.4
C2K-LEG-2H2,C2K Carrier 667.0,Middle East,3900.0,3.0,1700,11.8,False,1.2
C2K-LEG-3H1,C2K Carrier 700.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-2H1,C2K Carrier 233.0,North America,1950.0,3.0,1500,10.3,False,14.5
C2K-LEG-3H2,C2K Carrier 349.0,Europe,4604.2,3.5,2100,12.2,True,0.0
C2K-LEG-1H1,C2K Carrier 597.0,Asia Pacific,1950.0,3.0,1100,9.9,True,0.0
C2K-LEG-1H2,C2K Carrier 727.0,Europe,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 411.0,Europe,3900.0,3.0,1300,11.4,False,1.5
C2K-LEG-1H1,C2K Carrier 371.0,Asia Pacific,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-3H1,C2K Carrier 308.0,North America,1950.0,3.0,1900,10.7,False,0.0
C2K-LEG-1H2,C2K Carrier 144.0,Middle East,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-3H2,C2K Carrier 727.0,Europe,3900.0,3.0,2100,12.2,False,2.5
C2K-LEG-2H1,C2K Carrier 700.0,North America,1950.0,3.0,1500,10.3,False,0.0
C2K-LEG-1H2,C2K Carrier 134.0,North America,3900.0,3.0,1300,11.4,False,1.4
C2K-LEG-1H1,C2K Carrier 700.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 485.0,Europe,3900.0,3.0,1300,11.4,False,5.7
C2K-LEG-3H2,C2K Carrier 238.0,North America,3900.0,3.0,2100,12.2,True,0.1
C2K-LEG-3H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,2100,12.2,True,0.2
C2K-LEG-1H1,C2K Carrier 485.0,Europe,1950.0,3.0,1100,9.9,False,1.8
C2K-LEG-1H1,C2K Carrier 371.0,Asia Pacific,1950.0,3.0,1100,9.9,False,2.5
C2K-LEG-2H2,C2K Carrier 413.0,North America,3900.0,3.0,1700,11.8,False,0.0
C2K-LEG-1H1,C2K Carrier 403.0,North America,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-1H2,C2K Carrier 671.0,Asia Pacific,3900.0,3.0,1300,11.4,False,0.0
C2K-LEG-1H2,C2K Carrier 411.0,Europe,3900.0,3.0,1300,11.4,False,0.2
C2K-LEG-1H1,C2K Carrier 555.0,Middle East,1950.0,3.0,1100,9.9,False,0.0
C2K-LEG-2H1,C2K Carrier 671.0,Asia Pacific,1950.0,3.0,1500,10.3,False,0.0
