sku,supplier,origin_region,distance_km,historical_avg_lead_time_days,order_quantity,unit_cost_usd,is_peak_season,actual_delay_days
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,5809,0.16,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,16007.2,30.0,152,0.01,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,9559.5,18.0,90955,0.12,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6200.0,18.0,84,0.34,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8200.0,18.0,4,0.44,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,16000.0,18.0,2112,0.01,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8458.0,30.0,32358,0.06,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8212.5,18.0,2100,0.05,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8366.7,18.0,14277,0.16,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8538.5,22.0,27662,0.06,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Asia Pacific,16000.0,18.0,10,0.72,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Asia Pacific,8200.0,22.0,1550,0.8,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8480.6,22.0,50000,0.4,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8260.0,18.0,14044,0.05,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8238.3,18.0,3885,0.18,False,0.0
HRDT-UNI-GOLD-HIV-1-2,SCMS from RDC,Europe,6200.0,22.0,1200,1.6,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8388.4,22.0,16610,0.22,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,3060,0.14,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,18.0,1233,0.41,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8222.4,18.0,1887,0.16,False,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1566,0.07,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8263.4,18.0,1846,0.01,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,16000.0,18.0,4338,0.01,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Asia Pacific,8213.2,18.0,550,0.72,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,8243.1,22.0,1800,0.01,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8216.3,18.0,2700,0.12,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8219.6,18.0,1350,0.16,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,9233.7,22.0,60000,0.12,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6236.4,22.0,2580,0.34,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8206.2,22.0,1294,0.14,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8250.8,18.0,6786,0.16,True,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,16595.2,18.0,10000,0.01,True,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8214.9,18.0,2410,0.39,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8287.9,18.0,11569,0.16,True,0.0
HRDT-UNI-GOLD-HIV-1-2,SCMS from RDC,Europe,7801.5,18.0,25,1.6,True,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8247.6,18.0,10000,0.13,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8200.1,18.0,4,0.44,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,18.0,12000,0.39,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8895.4,22.0,4000,0.4,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8228.0,22.0,4000,0.4,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6233.9,18.0,60,0.34,True,0.0
ARV-GENERIC-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8227.3,18.0,5547,0.57,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1144,0.16,True,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1044,0.06,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8330.5,22.0,4439,0.07,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,16000.0,18.0,210,0.17,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8214.5,18.0,382,0.88,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8223.9,18.0,3014,0.88,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,16000.0,18.0,14405,0.01,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,45000,0.16,False,0.0
HRDT-UNI-GOLD-HIV-1-2,SCMS from RDC,Europe,6214.9,22.0,750,1.6,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8241.1,18.0,5377,0.16,True,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8317.7,18.0,11188,0.2,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8848.6,22.0,125009,0.12,True,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8205.8,18.0,969,0.06,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8214.4,18.0,2063,0.39,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8378.5,18.0,5800,0.01,True,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6201.1,18.0,80,0.34,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8226.8,18.0,6385,0.04,False,0.0
ARV-STOCRIN-SUSTIVA-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,22.0,3930,0.01,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8694.0,12.0,53671,0.19,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,16031.8,18.0,420,0.17,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8355.9,18.0,16698,0.19,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8288.5,18.0,9483,0.19,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8206.2,18.0,867,0.32,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,22.0,19400,0.32,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8200.0,18.0,90,0.88,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8200.0,18.0,7044,0.2,False,0.0
ARV-GENERIC-DIDANOSINE,SCMS from RDC,Asia Pacific,8200.0,22.0,888,0.01,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8855.6,22.0,107180,0.27,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8200.0,22.0,4594,0.42,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8200.0,22.0,95000,0.12,False,0.0
ARV-GENERIC-LAMIVUDINE-TENOFOVIR-DISOPRO,SCMS from RDC,Asia Pacific,8279.2,12.0,11000,0.38,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8934.3,22.0,76000,0.12,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8443.5,12.0,40000,0.12,False,0.0
ARV-GENERIC-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8200.0,18.0,6000,0.44,False,0.0
ARV-GENERIC-LAMIVUDINE-TENOFOVIR-DISOPRO,SCMS from RDC,Asia Pacific,8369.6,22.0,25000,0.33,False,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8259.2,18.0,9560,0.06,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,296,0.02,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8445.3,12.0,26550,0.19,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8587.4,12.0,41948,0.19,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8201.7,12.0,240,0.88,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8204.8,12.0,662,0.88,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8235.6,18.0,5010,0.32,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8237.1,18.0,8000,0.13,False,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8300.5,12.0,8462,0.88,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8201.5,22.0,374,0.04,False,21.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8315.1,22.0,8438,0.32,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,22.0,8662,0.32,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8939.6,22.0,4000,0.35,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8762.7,12.0,60930,0.19,False,0.0
ARV-GENERIC-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8365.9,12.0,25000,0.39,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8497.3,22.0,40000,0.15,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,17114.7,18.0,59952,0.15,False,0.0
ARV-KALETRA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6200.0,22.0,129,0.01,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8252.5,22.0,6376,0.36,False,0.0
ARV-VIREAD-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8221.0,18.0,4000,0.57,False,0.0
ARV-CRIXIVAN-INDINAVIR,SCMS from RDC,North America,11000.0,30.0,370,0.27,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8200.0,30.0,33,0.73,False,0.0
HRDT-BIOLINE-HIV-1-2,SCMS from RDC,Asia Pacific,8215.7,30.0,561,0.8,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE-NEVIRA,SCMS from RDC,Asia Pacific,8200.0,30.0,2703,0.17,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8233.6,30.0,4500,0.54,False,0.0
ARV-CRIXIVAN-INDINAVIR,SCMS from RDC,North America,11022.7,30.0,740,0.27,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8415.7,18.0,28512,0.18,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8202.1,30.0,421,0.16,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8200.0,30.0,1181,0.01,False,0.0
HRDT-BIOLINE-HIV-1-2,SCMS from RDC,Asia Pacific,8200.0,18.0,452,0.8,False,0.0
ARV-VIREAD-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8221.7,18.0,4000,0.57,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8219.6,30.0,5000,0.59,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,117,0.03,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,306,0.04,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8279.9,30.0,9000,0.12,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8219.3,30.0,401,0.04,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8207.8,30.0,957,0.6,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8744.0,30.0,4316,0.02,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,30.0,25874,0.54,False,0.0
ARV-STOCRIN-SUSTIVA-EFAVIRENZ,SCMS from RDC,North America,11002.9,30.0,570,0.12,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6238.1,30.0,2820,0.34,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8307.7,30.0,8347,0.12,False,0.0
ARV-INVIRASE-SAQUINAVIR,SCMS from RDC,Asia Pacific,8200.0,30.0,638,0.29,False,0.0
HRDT-FIRST-RESPONSE-HIV-1-2-O,SCMS from RDC,Asia Pacific,8200.0,18.0,2000,0.7,False,0.0
HRDT-CAPILLUS-HIV-1-2,SCMS from RDC,Europe,6200.0,18.0,60,1.39,False,0.0
HRDT-CAPILLUS-HIV-1-2,SCMS from RDC,Europe,6213.2,30.0,200,1.39,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8455.7,30.0,33333,0.06,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6213.8,30.0,1110,0.34,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Europe,6212.1,18.0,850,0.8,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8202.9,18.0,570,0.11,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Europe,6201.7,30.0,79,0.8,False,0.0
ARV-NORVIR-RITONAVIR,SCMS from RDC,Europe,6200.0,18.0,140,0.11,False,0.0
HRDT-BIOLINE-HIV-1-2,SCMS from RDC,Asia Pacific,8391.4,30.0,6452,0.8,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6253.9,18.0,4000,0.34,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8200.0,30.0,209,0.12,False,0.0
ARV-INVIRASE-SAQUINAVIR,SCMS from RDC,Asia Pacific,8200.0,30.0,575,0.29,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8223.0,30.0,3200,0.54,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8242.1,18.0,422,0.19,False,0.0
ARV-TRIZIVIR-ABACAVIR-LAMIVUDINE-ZIDOVUDI,SCMS from RDC,Europe,6340.7,30.0,400,1.17,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1000,0.03,False,0.0
ARV-NORVIR-RITONAVIR,SCMS from RDC,Europe,6289.0,30.0,1025,0.11,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8283.6,18.0,10800,0.16,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8203.0,18.0,630,0.03,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8510.4,18.0,10624,0.03,False,0.0
ARV-CRIXIVAN-INDINAVIR,SCMS from RDC,North America,11000.0,30.0,7839,0.28,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6200.0,30.0,726,0.34,False,0.0
ARV-KALETRA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6237.4,30.0,665,0.14,False,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,70000,0.07,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8200.0,30.0,15960,0.05,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8288.9,30.0,9050,0.01,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8534.7,30.0,44135,0.41,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,229,0.18,False,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Europe,6356.6,18.0,4000,0.72,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8221.9,30.0,2950,0.01,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,8200.0,18.0,595,0.01,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8549.0,18.0,1860,0.41,True,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8200.0,18.0,15000,0.12,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1200,0.32,True,0.0
ARV-TRIZIVIR-ABACAVIR-LAMIVUDINE-ZIDOVUDI,SCMS from RDC,Europe,6200.0,18.0,900,1.17,True,0.0
HRDT-UNI-GOLD-HIV-1-2,SCMS from RDC,Europe,6291.9,18.0,4500,1.6,True,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8411.6,18.0,27681,0.16,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8789.7,18.0,24561,0.4,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,18.0,37039,0.4,False,0.0
ARV-STOCRIN-SUSTIVA-EFAVIRENZ,SCMS from RDC,Asia Pacific,8958.3,18.0,3027,0.05,True,0.0
ARV-TRIZIVIR-ABACAVIR-LAMIVUDINE-ZIDOVUDI,SCMS from RDC,Europe,6200.0,18.0,1873,0.74,True,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8332.8,30.0,17994,0.88,True,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8501.8,18.0,70000,0.05,True,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8304.2,18.0,13141,0.06,True,0.0
HRDT-DETERMINE-HIV-1-2,SCMS from RDC,Asia Pacific,16000.0,18.0,25,0.72,True,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6200.0,18.0,4,0.34,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8200.0,18.0,628,0.06,True,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1752,0.02,True,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8969.7,30.0,2091,0.07,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8483.2,30.0,44135,0.41,False,0.0
HRDT-CLEARVIEW-HIV-1-2,SCMS from RDC,North America,11006.7,18.0,100,3.0,True,0.0
HRDT-CLEARVIEW-HIV-1-2,SCMS from RDC,North America,11004.7,18.0,70,3.0,True,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,451,0.05,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8213.9,18.0,475,0.01,True,0.0
ARV-TRUVADA-EMTRICITABINE-TENOFOVIR-DISO,SCMS from RDC,Asia Pacific,8330.7,18.0,17706,0.88,True,0.0
HRDT-BIOLINE-HIV-1-2,SCMS from RDC,Asia Pacific,8286.3,18.0,3508,0.8,False,0.0
ARV-INVIRASE-SAQUINAVIR,SCMS from RDC,Asia Pacific,8200.0,18.0,332,0.29,False,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1600,0.07,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8219.4,18.0,2084,0.16,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6253.3,18.0,600,0.34,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,8200.0,30.0,2100,0.01,False,0.0
ARV-VIREAD-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8202.7,18.0,535,0.57,True,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8200.0,18.0,37240,0.12,False,0.0
ARV-VIREAD-TENOFOVIR-DISOPROXIL-FUMARAT,SCMS from RDC,Asia Pacific,8226.0,18.0,4394,0.57,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8222.3,18.0,792,0.03,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8335.3,18.0,29500,0.05,True,27.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,18.0,20000,0.41,False,0.0
ARV-CRIXIVAN-INDINAVIR,SCMS from RDC,Asia Pacific,8228.3,18.0,1550,0.28,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8552.8,18.0,2508,0.12,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8518.3,22.0,50000,0.4,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,16000.0,18.0,18760,0.4,False,0.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,16266.7,18.0,17843,0.06,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8483.5,22.0,45000,0.4,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,3800.0,18.0,20,0.01,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8371.8,18.0,164,0.22,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8556.3,30.0,49997,0.41,False,0.0
ARV-GENERIC-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,154,0.03,False,0.0
ARV-GENERIC-DIDANOSINE,SCMS from RDC,Asia Pacific,16012.3,18.0,98,0.26,False,0.0
ARV-GENERIC-ABACAVIR,SCMS from RDC,Asia Pacific,8200.0,30.0,5730,0.46,False,1.0
ARV-GENERIC-NEVIRAPINE,SCMS from RDC,Asia Pacific,8200.0,18.0,6002,0.06,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,16060.3,18.0,431,0.05,False,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,300,0.07,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,16002.2,18.0,105,0.18,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8200.0,18.0,1300,0.16,False,0.0
ARV-GENERIC-DIDANOSINE,SCMS from RDC,Asia Pacific,8360.3,18.0,9367,0.13,False,0.0
HRDT-GENERIC-HIV,SCMS from RDC,Asia Pacific,8205.0,18.0,250,0.01,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8348.8,18.0,21000,0.4,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-ZIDOVU,SCMS from RDC,Asia Pacific,8213.7,30.0,1450,0.22,False,0.0
ARV-STOCRIN-SUSTIVA-EFAVIRENZ,SCMS from RDC,Asia Pacific,16002.2,18.0,34,0.09,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8516.4,18.0,65500,0.05,False,0.0
ARV-GENERIC-LAMIVUDINE-ZIDOVUDINE,SCMS from RDC,Asia Pacific,16000.0,18.0,24345,0.16,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8833.0,18.0,39000,0.12,False,0.0
ARV-GENERIC-EFAVIRENZ,SCMS from RDC,Asia Pacific,8200.0,22.0,4000,0.4,False,0.0
ARV-GENERIC-LAMIVUDINE-NEVIRAPINE-STAVUD,SCMS from RDC,Asia Pacific,8200.0,22.0,60000,0.12,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,9533.0,18.0,1530,0.68,False,0.0
ARV-GENERIC-LAMIVUDINE,SCMS from RDC,Asia Pacific,8246.9,18.0,11352,0.05,False,0.0
ARV-ALUVIA-LOPINAVIR-RITONAVIR,SCMS from RDC,Europe,6236.4,18.0,2580,0.34,False,0.0
ARV-GENERIC-ZIDOVUDINE,SCMS from RDC,Asia Pacific,8218.8,18.0,5000,0.13,True,0.0
ARV-GENERIC-LAMIVUDINE-STAVUDINE,SCMS from RDC,Asia Pacific,8926.1,22.0,8000,0.07,True,0.0
